,Date,ATL,ATL_TTS,BOS,BOS_TTS,BRK,BRK_TTS,CHA,CHA_TTS,CHI,CHI_TTS,CLE,CLE_TTS,DAL,DAL_TTS,DEN,DEN_TTS,DET,DET_TTS,GSW,GSW_TTS,HOU,HOU_TTS,IND,IND_TTS,LAC,LAC_TTS,LAL,LAL_TTS,MEM,MEM_TTS,MIA,MIA_TTS,MIL,MIL_TTS,MIN,MIN_TTS,NOP,NOP_TTS,NYK,NYK_TTS,OKC,OKC_TTS,ORL,ORL_TTS,PHI,PHI_TTS,PHX,PHX_TTS,POR,POR_TTS,SAC,SAC_TTS,SAS,SAS_TTS,TOR,TOR_TTS,UTA,UTA_TTS,WAS,WAS_TTS
17181,2010-10-11,11118.0,,52571.0,,11914.0,,8334.0,,36557.0,,31672.0,,16465.0,,12909.0,,18522.0,,22385.0,,19481.0,,8976.0,,12023.0,,74571.0,,7831.0,,64703.0,,9304.0,,9243.0,,9936.0,,22600.0,,9565.0,,31760.0,,10578.0,,20064.0,,22584.0,,11194.0,,20666.0,,25251.0,,18540.0,,16242.0,
17182,2010-10-12,11642.0,,58328.0,,14507.0,,9026.0,,40462.0,,28918.0,,12763.0,,13161.0,,16896.0,,20185.0,,19900.0,,10407.0,,20401.0,,84450.0,,8416.0,,93967.0,,9492.0,,12446.0,,8823.0,,22643.0,,10458.0,,25071.0,,15416.0,,22630.0,,17556.0,,12798.0,,21839.0,,28807.0,,21800.0,,18804.0,
17183,2010-10-13,10551.0,,57931.0,,13301.0,,8799.0,,37379.0,,23505.0,,15078.0,,11859.0,,17236.0,,17365.0,,21245.0,,10799.0,,11473.0,,86504.0,,8942.0,,63152.0,,9663.0,,15505.0,,11719.0,,28166.0,,10024.0,,23516.0,,15048.0,,20132.0,,14937.0,,15087.0,,25772.0,,28815.0,,19078.0,,25207.0,
17184,2010-10-14,9625.0,,56815.0,,9883.0,,9722.0,,34596.0,,27189.0,,12462.0,,13552.0,,18205.0,,14975.0,,17558.0,,9226.0,,11367.0,,92154.0,,9887.0,,49921.0,,11805.0,,9684.0,,11606.0,,23692.0,,12225.0,,29965.0,,11430.0,,21013.0,,14489.0,,11794.0,,20584.0,,25315.0,,19560.0,,23585.0,
17185,2010-10-15,8477.0,,58954.0,,8826.0,,8449.0,,45773.0,,25848.0,,11716.0,,12123.0,,14962.0,,13561.0,,16135.0,,9710.0,,12790.0,,102394.0,,9337.0,,48182.0,,9372.0,,10364.0,,9022.0,,18861.0,,9577.0,,22843.0,,10693.0,,17369.0,,14031.0,,11501.0,,17396.0,,25013.0,,16322.0,,14794.0,
17186,2010-10-16,7451.0,,44717.0,,8601.0,,6811.0,,28069.0,,20143.0,,10076.0,,10473.0,,11736.0,,11134.0,,15379.0,,6982.0,,9008.0,,76046.0,,7571.0,,39801.0,,8325.0,,7983.0,,6811.0,,18442.0,,9248.0,,22149.0,,7626.0,,13522.0,,11956.0,,8863.0,,15825.0,,19465.0,,14180.0,,10560.0,
17187,2010-10-17,8178.0,,44566.0,,10352.0,,6957.0,,28396.0,,19453.0,,10103.0,,11555.0,,11756.0,,12847.0,,14548.0,,6775.0,,9571.0,,76827.0,,8242.0,,54614.0,,12806.0,,9097.0,,6762.0,,21695.0,,6832.0,,21476.0,,7851.0,,16048.0,,12012.0,,8836.0,,15901.0,,24823.0,,17853.0,,12341.0,
17188,2010-10-18,21629.0,,51170.0,,9997.0,,10193.0,,34263.0,,23940.0,,19270.0,,12918.0,,15429.0,,17962.0,,19902.0,,9323.0,,10648.0,,96487.0,,10179.0,,62329.0,,9746.0,,15884.0,,8923.0,,23199.0,,10036.0,,27265.0,,10392.0,,19319.0,,18168.0,,10446.0,,22304.0,,25084.0,,25595.0,,15864.0,
17189,2010-10-19,10888.0,,52971.0,,10876.0,,10374.0,,26253.0,,26428.0,,14675.0,,13978.0,,17184.0,,21531.0,,22024.0,,10046.0,,11918.0,,87293.0,,10957.0,,53929.0,,10181.0,,13128.0,,8434.0,,24771.0,,10300.0,,25859.0,,11652.0,,24264.0,,15692.0,,12244.0,,19668.0,,23153.0,,22688.0,,17055.0,
17190,2010-10-20,11279.0,,60180.0,,11367.0,,11179.0,,21301.0,,26740.0,,14500.0,,17849.0,,16686.0,,17153.0,,21631.0,,9773.0,,10813.0,,76468.0,,9460.0,,53083.0,,10213.0,,11036.0,,8909.0,,31559.0,,9877.0,,28266.0,,12142.0,,24121.0,,14302.0,,11781.0,,21451.0,,25023.0,,23814.0,,15566.0,
17191,2010-10-21,14916.0,,62383.0,,9935.0,,9273.0,,24761.0,,29836.0,,12841.0,,15451.0,,16180.0,,16623.0,,21716.0,,9005.0,,9381.0,,84755.0,,9087.0,,94001.0,,11640.0,,9928.0,,9037.0,,24631.0,,12363.0,,25634.0,,11729.0,,21070.0,,19736.0,,10708.0,,21834.0,,21738.0,,19590.0,,15288.0,
17192,2010-10-22,12044.0,,50741.0,,8931.0,,9552.0,,25558.0,,24760.0,,13706.0,,13545.0,,16164.0,,22873.0,,20161.0,,9490.0,,10771.0,,122443.0,,9293.0,,57089.0,,11170.0,,9829.0,,7422.0,,22722.0,,10049.0,,44579.0,,10480.0,,21561.0,,17561.0,,11362.0,,18180.0,,22928.0,,21409.0,,15674.0,
17193,2010-10-23,8300.0,,40589.0,,8064.0,,7346.0,,18118.0,,18878.0,,10472.0,,10618.0,,12180.0,,18130.0,,16388.0,,7325.0,,12858.0,,75091.0,,7596.0,,49645.0,,8814.0,,8486.0,,7113.0,,18570.0,,7851.0,,21099.0,,8394.0,,17046.0,,16221.0,,8884.0,,14438.0,,20756.0,,16255.0,,15060.0,
17194,2010-10-24,9113.0,,46704.0,,9420.0,,10560.0,,17292.0,,20137.0,,10990.0,,11002.0,,13582.0,,13337.0,,16220.0,,8827.0,,8857.0,,76088.0,,7644.0,,54188.0,,9130.0,,8818.0,,10924.0,,21835.0,,9300.0,,19979.0,,10161.0,,16318.0,,20106.0,,9459.0,,16156.0,,21713.0,,14280.0,,12394.0,
17195,2010-10-25,12808.0,,75573.0,,13324.0,,14373.0,,40712.0,,30136.0,,17105.0,,15654.0,,18761.0,,19110.0,,25148.0,,13106.0,,19467.0,,99541.0,,10593.0,,76629.0,,13512.0,,13163.0,,13157.0,,29688.0,,13828.0,,28339.0,,14333.0,,24903.0,,26762.0,,14177.0,,23109.0,,28421.0,,21436.0,,23749.0,
17196,2010-10-26,17439.0,,213993.0,,17217.0,,16098.0,,52164.0,,45369.0,,21638.0,,20478.0,,22318.0,,25324.0,,47779.0,,15236.0,,19334.0,,175373.0,,12571.0,,166987.0,,16662.0,,16096.0,,20765.0,,37803.0,,19060.0,,35766.0,,20208.0,,41840.0,,44279.0,,22820.0,,28809.0,,30067.0,,23907.0,,26542.0,
17197,2010-10-27,19007.0,,162245.0,,24431.0,,16395.0,,63641.0,,82975.0,,26205.0,,27509.0,,26548.0,,30017.0,,45925.0,,17961.0,,22834.0,,253284.0,,15424.0,,125882.0,,20996.0,,21791.0,,20462.0,,50350.0,,54047.0,,33747.0,,30780.0,,35337.0,,40377.0,,26153.0,,39865.0,,39107.0,,31733.0,,24713.0,
17198,2010-10-28,16000.0,,82944.0,,20264.0,,12599.0,,47158.0,,62797.0,,20012.0,,21758.0,,20861.0,,34859.0,,31337.0,,14064.0,,21185.0,,132920.0,,11085.0,,84491.0,,13854.0,,15473.0,,15831.0,,39750.0,,19308.0,,45838.0,,18582.0,,33163.0,,30384.0,,21572.0,,34635.0,,27979.0,,28959.0,,62011.0,
17199,2010-10-29,15206.0,,86389.0,,20200.0,,13595.0,,40278.0,,47289.0,,20356.0,,17677.0,,21346.0,,25685.0,,25764.0,,13767.0,,14588.0,,136323.0,,11311.0,,99298.0,,13751.0,,14865.0,,14080.0,,35820.0,,16854.0,,43239.0,,16227.0,,40898.0,,21960.0,,21697.0,,25370.0,,29265.0,,21780.0,,19594.0,
17200,2010-10-30,14502.0,,69044.0,,20426.0,,8770.0,,40038.0,,32040.0,,11784.0,,13293.0,,18167.0,,27158.0,,27129.0,,13267.0,,11235.0,,120184.0,,11256.0,,88874.0,,12107.0,,13016.0,,13710.0,,30830.0,,12441.0,,23359.0,,12080.0,,23526.0,,20200.0,,17796.0,,29788.0,,28446.0,,12492.0,,14636.0,
17201,2010-10-31,14065.0,,63743.0,,21955.0,,7619.0,,45166.0,,25431.0,,15113.0,,12539.0,,14932.0,,26086.0,,21343.0,,11937.0,,13085.0,,116281.0,,9647.0,,90035.0,,11209.0,,9520.0,,14296.0,,25624.0,,16872.0,,20270.0,,10515.0,,18069.0,,23028.0,,14537.0,,20745.0,,25282.0,,19813.0,,13568.0,
17202,2010-11-1,23943.0,,81813.0,,14969.0,,11791.0,,72986.0,,33026.0,,20979.0,,16744.0,,18442.0,,25514.0,,27517.0,,13165.0,,17086.0,,141662.0,,12518.0,,94779.0,,12894.0,,14422.0,,17836.0,,31090.0,,14478.0,,25396.0,,12905.0,,24105.0,,44467.0,,24915.0,,31033.0,,37046.0,,22270.0,,19956.0,
17203,2010-11-2,22237.0,,91138.0,,14790.0,,10364.0,,57671.0,,37691.0,,20759.0,,16167.0,,22218.0,,21246.0,,27076.0,,12174.0,,15843.0,,155452.0,,19297.0,,104999.0,,17104.0,,19401.0,,18452.0,,88496.0,,13738.0,,34800.0,,16618.0,,25827.0,,30103.0,,23685.0,,31664.0,,31660.0,,18406.0,,27403.0,
17204,2010-11-3,27558.0,,110602.0,,16275.0,,12719.0,,50137.0,,29725.0,,22831.0,,21669.0,,23413.0,,24101.0,,37072.0,,14748.0,,15781.0,,166574.0,,14115.0,,108034.0,,43098.0,,15902.0,,21626.0,,54899.0,,15966.0,,37217.0,,17960.0,,31494.0,,26993.0,,26561.0,,33399.0,,28514.0,,24167.0,,53644.0,
17205,2010-11-4,28596.0,,91932.0,,12894.0,,10598.0,,63589.0,,27187.0,,20417.0,,17308.0,,22204.0,,30459.0,,34238.0,,11882.0,,16391.0,,171015.0,,10263.0,,94228.0,,13087.0,,11679.0,,25376.0,,44796.0,,18979.0,,28879.0,,14865.0,,29381.0,,42911.0,,19757.0,,34951.0,,27659.0,,22124.0,,30553.0,
17206,2010-11-5,24554.0,,89873.0,,13081.0,,11172.0,,68733.0,,30365.0,,17076.0,,18490.0,,21133.0,,25732.0,,31425.0,,13054.0,,13550.0,,133767.0,,10044.0,,99234.0,,15083.0,,12726.0,,31831.0,,44914.0,,16275.0,,28391.0,,16077.0,,25910.0,,31761.0,,13949.0,,26219.0,,27713.0,,21870.0,,26057.0,
17207,2010-11-6,23466.0,,72229.0,,12364.0,,10696.0,,35325.0,,31327.0,,28069.0,,16866.0,,15584.0,,27432.0,,31138.0,,8199.0,,12756.0,,127508.0,,9373.0,,84459.0,,13529.0,,8096.0,,33301.0,,33296.0,,9943.0,,24184.0,,10377.0,,30764.0,,24977.0,,13826.0,,27671.0,,28236.0,,18103.0,,20531.0,
17208,2010-11-7,25086.0,,87290.0,,9701.0,,8977.0,,34528.0,,28982.0,,14042.0,,14699.0,,18612.0,,25479.0,,33959.0,,8031.0,,11525.0,,143107.0,,8562.0,,78894.0,,9413.0,,9954.0,,30439.0,,33523.0,,16654.0,,23723.0,,13539.0,,28999.0,,31175.0,,12028.0,,28378.0,,23593.0,,17315.0,,16666.0,
17209,2010-11-8,21264.0,,97736.0,,11078.0,,14188.0,,57507.0,,31177.0,,26668.0,,20133.0,,18115.0,,29420.0,,30752.0,,9929.0,,11908.0,,174895.0,,12038.0,,92552.0,,12105.0,,11984.0,,34179.0,,29031.0,,12882.0,,34153.0,,12811.0,,31188.0,,31011.0,,12406.0,,35159.0,,31931.0,,21281.0,,19758.0,
17210,2010-11-9,13988.0,,71776.0,,13251.0,,10683.0,,51013.0,,36278.0,,21082.0,,18461.0,,18639.0,,31281.0,,32542.0,,15660.0,,13202.0,,153709.0,,10108.0,,99339.0,,15820.0,,16318.0,,32966.0,,31533.0,,11738.0,,29359.0,,11399.0,,24249.0,,29743.0,,11620.0,,33415.0,,24149.0,,33030.0,,21465.0,
17211,2010-11-10,16739.0,,70468.0,,11851.0,,12008.0,,44651.0,,41207.0,,20406.0,,16808.0,,16321.0,,30497.0,,32335.0,,20320.0,,14459.0,,165751.0,,10421.0,,94038.0,,16650.0,,14378.0,,35807.0,,32232.0,,15754.0,,42701.0,,13264.0,,24660.0,,23203.0,,13847.0,,35988.0,,27538.0,,41586.0,,24936.0,
17212,2010-11-11,12810.0,,102111.0,,10567.0,,9204.0,,51285.0,,26682.0,,17818.0,,32962.0,,14255.0,,36931.0,,29329.0,,13633.0,,10984.0,,206475.0,,7964.0,,94402.0,,13274.0,,13902.0,,27723.0,,23967.0,,12818.0,,25552.0,,10924.0,,33767.0,,19357.0,,12158.0,,37192.0,,21840.0,,30462.0,,22416.0,
17213,2010-11-12,17157.0,,97478.0,,9946.0,,10781.0,,48455.0,,26425.0,,20443.0,,25007.0,,14975.0,,24596.0,,26106.0,,14112.0,,12134.0,,139969.0,,8435.0,,100074.0,,11681.0,,20218.0,,35193.0,,23838.0,,16607.0,,28753.0,,11734.0,,28179.0,,23117.0,,12971.0,,29014.0,,25453.0,,28015.0,,22863.0,
17214,2010-11-13,10048.0,,79997.0,,10928.0,,10093.0,,41850.0,,24125.0,,13854.0,,12494.0,,14184.0,,20764.0,,19695.0,,9332.0,,9576.0,,86211.0,,10389.0,,66821.0,,12374.0,,22362.0,,29502.0,,18641.0,,12784.0,,21278.0,,9727.0,,21037.0,,17545.0,,10405.0,,26859.0,,29029.0,,27747.0,,15808.0,
17215,2010-11-14,11733.0,,73209.0,,8325.0,,7541.0,,40342.0,,19190.0,,14748.0,,12048.0,,15794.0,,16866.0,,22935.0,,8582.0,,8251.0,,116988.0,,7403.0,,59385.0,,10639.0,,17139.0,,33199.0,,23675.0,,14059.0,,19739.0,,8578.0,,27348.0,,13330.0,,11695.0,,33509.0,,21288.0,,23396.0,,13993.0,
17216,2010-11-15,11929.0,,82544.0,,11234.0,,13081.0,,48258.0,,23692.0,,26628.0,,20485.0,,19239.0,,30943.0,,27705.0,,10238.0,,14973.0,,134577.0,,11157.0,,70517.0,,12650.0,,111318.0,,43108.0,,27205.0,,16097.0,,29572.0,,9797.0,,46925.0,,17089.0,,10475.0,,38616.0,,22456.0,,33688.0,,18434.0,
17217,2010-11-16,13430.0,,74965.0,,11927.0,,10220.0,,54019.0,,31205.0,,20264.0,,18916.0,,17063.0,,30817.0,,31621.0,,13276.0,,13444.0,,138359.0,,10273.0,,72653.0,,19856.0,,48665.0,,23155.0,,43019.0,,12673.0,,24075.0,,12106.0,,37110.0,,23958.0,,9915.0,,36485.0,,23557.0,,21459.0,,22418.0,
17218,2010-11-17,12260.0,,89832.0,,11424.0,,9396.0,,78652.0,,27396.0,,20596.0,,15813.0,,21066.0,,23837.0,,27641.0,,9804.0,,13574.0,,148369.0,,7960.0,,93596.0,,12068.0,,24377.0,,27108.0,,27825.0,,14517.0,,23385.0,,13024.0,,34922.0,,22914.0,,12278.0,,81244.0,,23598.0,,23276.0,,24729.0,
17219,2010-11-18,11675.0,,78902.0,,8861.0,,9671.0,,42481.0,,24468.0,,15338.0,,17436.0,,15807.0,,20163.0,,24201.0,,12981.0,,14891.0,,114893.0,,8200.0,,68606.0,,9671.0,,20113.0,,24052.0,,25789.0,,13265.0,,29338.0,,10386.0,,28478.0,,30209.0,,10567.0,,149886.0,,22879.0,,22768.0,,17834.0,
17220,2010-11-19,11040.0,,100044.0,,9013.0,,11902.0,,40455.0,,24905.0,,18871.0,,14072.0,,13516.0,,21971.0,,24068.0,,10647.0,,11737.0,,110201.0,,8629.0,,67707.0,,11711.0,,22642.0,,22543.0,,21055.0,,19014.0,,22905.0,,10964.0,,20141.0,,20367.0,,10935.0,,65156.0,,25222.0,,23427.0,,18116.0,
17221,2010-11-20,12616.0,,52410.0,,7976.0,,9401.0,,43275.0,,20169.0,,13422.0,,12148.0,,10969.0,,18681.0,,18408.0,,10458.0,,11462.0,,101953.0,,10878.0,,58099.0,,9704.0,,12474.0,,30488.0,,24739.0,,12845.0,,20161.0,,8001.0,,18887.0,,16943.0,,10228.0,,54535.0,,38131.0,,15338.0,,12797.0,
17222,2010-11-21,9754.0,,67828.0,,7262.0,,7818.0,,35592.0,,16838.0,,11310.0,,10840.0,,14778.0,,19401.0,,15991.0,,7978.0,,18229.0,,103757.0,,9460.0,,54646.0,,7379.0,,10225.0,,59407.0,,29635.0,,11493.0,,20370.0,,7436.0,,16808.0,,11995.0,,11973.0,,48126.0,,57987.0,,15887.0,,13595.0,
17223,2010-11-22,15326.0,,75568.0,,8938.0,,9598.0,,46774.0,,22471.0,,14560.0,,14652.0,,15905.0,,22192.0,,25106.0,,14620.0,,20843.0,,136869.0,,8244.0,,75084.0,,8785.0,,15053.0,,31777.0,,27285.0,,17519.0,,32510.0,,9869.0,,23897.0,,12961.0,,11729.0,,57793.0,,43943.0,,23295.0,,17214.0,
17224,2010-11-23,12624.0,,67665.0,,14505.0,,11228.0,,49619.0,,26749.0,,18118.0,,15356.0,,17080.0,,16319.0,,23023.0,,18369.0,,18846.0,,122959.0,,7098.0,,80280.0,,8722.0,,14410.0,,21416.0,,30278.0,,14730.0,,22904.0,,13023.0,,21942.0,,11434.0,,9305.0,,59936.0,,36293.0,,19439.0,,20969.0,
17225,2010-11-24,9172.0,,70631.0,,10377.0,,10035.0,,45779.0,,29036.0,,16751.0,,12757.0,,14640.0,,15593.0,,20354.0,,13793.0,,14341.0,,128327.0,,7976.0,,88669.0,,9817.0,,18356.0,,16687.0,,31547.0,,15026.0,,49937.0,,11467.0,,24587.0,,12591.0,,10163.0,,63570.0,,41045.0,,21605.0,,17845.0,
17226,2010-11-25,12584.0,,61250.0,,6150.0,,6118.0,,44880.0,,23010.0,,13090.0,,9670.0,,9963.0,,11602.0,,14865.0,,10142.0,,22457.0,,84602.0,,6209.0,,69210.0,,6261.0,,9753.0,,11537.0,,26204.0,,7888.0,,22313.0,,7639.0,,16766.0,,10205.0,,11531.0,,51307.0,,39859.0,,16093.0,,14553.0,
17227,2010-11-26,9083.0,,76063.0,,7615.0,,9907.0,,45500.0,,23827.0,,19131.0,,14046.0,,13143.0,,15952.0,,16885.0,,13439.0,,22201.0,,98885.0,,8747.0,,65915.0,,8870.0,,8634.0,,12355.0,,23947.0,,10125.0,,27738.0,,10237.0,,18873.0,,16539.0,,9737.0,,48330.0,,31699.0,,24955.0,,13306.0,
17228,2010-11-27,9696.0,,59295.0,,8473.0,,7771.0,,42999.0,,26328.0,,23532.0,,14884.0,,11478.0,,15503.0,,13738.0,,8646.0,,10165.0,,82319.0,,8541.0,,59525.0,,9680.0,,12000.0,,12004.0,,24865.0,,9147.0,,23991.0,,10712.0,,16653.0,,11144.0,,10396.0,,28821.0,,23677.0,,20687.0,,15936.0,
17229,2010-11-28,10344.0,,58928.0,,9698.0,,6887.0,,47045.0,,26298.0,,18707.0,,15926.0,,13794.0,,14351.0,,18914.0,,12782.0,,13337.0,,109898.0,,5853.0,,71509.0,,8223.0,,9019.0,,13682.0,,26468.0,,11224.0,,21449.0,,8351.0,,19306.0,,13598.0,,9134.0,,40101.0,,26021.0,,20796.0,,12659.0,
17230,2010-11-29,11250.0,,70616.0,,10682.0,,9460.0,,51497.0,,36309.0,,25554.0,,16688.0,,13806.0,,19187.0,,27232.0,,23216.0,,12905.0,,105011.0,,7945.0,,89520.0,,11744.0,,10321.0,,13686.0,,29041.0,,14787.0,,30101.0,,10566.0,,21842.0,,16520.0,,10543.0,,43694.0,,23873.0,,28508.0,,23542.0,
17231,2010-11-30,10670.0,,84544.0,,11701.0,,8291.0,,84014.0,,44685.0,,20711.0,,14486.0,,15274.0,,20428.0,,22796.0,,16888.0,,13296.0,,117503.0,,13297.0,,79323.0,,9037.0,,9877.0,,10882.0,,32732.0,,13753.0,,32994.0,,12937.0,,21120.0,,14973.0,,14246.0,,44050.0,,23983.0,,24295.0,,18620.0,
17232,2010-12-1,12861.0,,84731.0,,13585.0,,10568.0,,68583.0,,39949.0,,22793.0,,16880.0,,14638.0,,19672.0,,30290.0,,18737.0,,15750.0,,119642.0,,11759.0,,86395.0,,9827.0,,11235.0,,12368.0,,33597.0,,14644.0,,31206.0,,10650.0,,20161.0,,15846.0,,10877.0,,57634.0,,30636.0,,27803.0,,17793.0,
17233,2010-12-2,11539.0,,71867.0,,12915.0,,8899.0,,40301.0,,144406.0,,19588.0,,17030.0,,12823.0,,20971.0,,27973.0,,12358.0,,21969.0,,105246.0,,7518.0,,111432.0,,8916.0,,9222.0,,11678.0,,66738.0,,15232.0,,26254.0,,9108.0,,24594.0,,11238.0,,10073.0,,39385.0,,30581.0,,24839.0,,15977.0,
17234,2010-12-3,13514.0,,76979.0,,13807.0,,9728.0,,41130.0,,55023.0,,18950.0,,17172.0,,14070.0,,18424.0,,25120.0,,11429.0,,14278.0,,102858.0,,7727.0,,101814.0,,8930.0,,10375.0,,13421.0,,30279.0,,14522.0,,28598.0,,10402.0,,26450.0,,13461.0,,11702.0,,35403.0,,33148.0,,26622.0,,16902.0,
17235,2010-12-4,12671.0,,61726.0,,8081.0,,7415.0,,39824.0,,27162.0,,21730.0,,13242.0,,10462.0,,10879.0,,21673.0,,8456.0,,9596.0,,101061.0,,5580.0,,67795.0,,10963.0,,14886.0,,8301.0,,30757.0,,9244.0,,26644.0,,10323.0,,17987.0,,8905.0,,10360.0,,31384.0,,30780.0,,18444.0,,12471.0,
17236,2010-12-5,8940.0,,71127.0,,9436.0,,6253.0,,40456.0,,21479.0,,21017.0,,15245.0,,12301.0,,13337.0,,17980.0,,8055.0,,11317.0,,110562.0,,6685.0,,61600.0,,9364.0,,27351.0,,10244.0,,37627.0,,13057.0,,21834.0,,9474.0,,21069.0,,13325.0,,8586.0,,37387.0,,27278.0,,13593.0,,13811.0,
17237,2010-12-6,12769.0,,69871.0,,9129.0,,8303.0,,57235.0,,20875.0,,22504.0,,16844.0,,12835.0,,14310.0,,22023.0,,14093.0,,15510.0,,113083.0,,8351.0,,77189.0,,15192.0,,15850.0,,12333.0,,44891.0,,14695.0,,32035.0,,10397.0,,25052.0,,19918.0,,10872.0,,47483.0,,26298.0,,24648.0,,16254.0,
17238,2010-12-7,14058.0,,71027.0,,11521.0,,11231.0,,51758.0,,22654.0,,26955.0,,20462.0,,13624.0,,19940.0,,26431.0,,12159.0,,15144.0,,110369.0,,6416.0,,72766.0,,9280.0,,11285.0,,10572.0,,42145.0,,10298.0,,21859.0,,13203.0,,25528.0,,19582.0,,11436.0,,39413.0,,19274.0,,26864.0,,19511.0,
17239,2010-12-8,10891.0,,94538.0,,9853.0,,8987.0,,50461.0,,24821.0,,25123.0,,19341.0,,13749.0,,21396.0,,27824.0,,12402.0,,16962.0,,120968.0,,7176.0,,72677.0,,11575.0,,11711.0,,11764.0,,45132.0,,11432.0,,20938.0,,17705.0,,25797.0,,21608.0,,11627.0,,42055.0,,23199.0,,31915.0,,22951.0,
