,Season,Home,Away,Date,Percent_Tickets_Sold,Game_id,Total_All_Stars,Home_All_Star,Away_All_Star,Month,Day_of_Week,Home_Top_Jersey_Sellers,Away_Top_Jersey_Sellers,Holiday,Weekend,Weekday,Total_Top_Jersey_Sellers,Past_Playoff_Teams
137,2013,MIL,OKC,2013-11-16,0.7079660201955441,21300144,1.0,0,1,11,5,0,2,0,1,0,2,0
138,2013,NOP,PHI,2013-11-16,0.9753364558012688,21300143,1.0,1,0,11,5,1,1,0,1,0,2,0
139,2013,WAS,CLE,2013-11-16,0.7722538809196305,21300138,2.0,1,1,11,5,1,1,0,1,0,2,0
140,2013,HOU,DEN,2013-11-16,1.0,21300141,2.0,2,0,11,5,3,0,0,1,0,3,0
141,2013,CHA,MIA,2013-11-16,1.0,21300136,3.0,0,3,11,5,0,3,0,1,0,3,0
142,2013,LAC,BRK,2013-11-16,1.0,21300146,3.0,2,1,11,5,2,2,0,1,0,4,0
143,2013,GSW,UTA,2013-11-16,1.0,21300145,1.0,1,0,11,5,1,0,0,1,0,1,0
144,2013,NYK,ATL,2013-11-16,1.0,21300139,2.0,1,1,11,5,2,0,0,1,0,2,0
145,2013,CHI,IND,2013-11-16,1.0,21300140,3.0,1,2,11,5,2,1,0,1,0,3,0
146,2013,SAC,MEM,2013-11-17,0.8051625570248888,21300148,0.0,0,0,11,6,0,0,0,1,0,0,0
147,2013,TOR,POR,2013-11-17,0.8126262626262626,21300147,3.0,1,2,11,6,0,1,0,1,0,1,0
148,2013,LAL,DET,2013-11-17,1.0,21300149,1.0,1,0,11,6,1,0,0,1,0,1,0
149,2013,UTA,GSW,2013-11-18,0.6122746220682035,21300154,1.0,0,1,11,0,0,1,0,0,1,1,0
150,2013,BRK,POR,2013-11-18,1.0,21300150,3.0,1,2,11,0,2,1,0,0,1,3,0
151,2013,OKC,DEN,2013-11-18,1.0,21300152,1.0,1,0,11,0,2,0,0,0,1,2,0
152,2013,LAC,MEM,2013-11-18,1.0,21300155,2.0,2,0,11,0,2,0,0,0,1,2,1
153,2013,DAL,PHI,2013-11-18,1.0,21300153,1.0,1,0,11,0,1,1,0,0,1,2,0
154,2013,CHI,CHA,2013-11-18,1.0,21300151,1.0,1,0,11,0,2,0,0,0,1,2,0
155,2013,DET,NYK,2013-11-19,0.3232186670672475,21300157,1.0,0,1,11,1,0,2,0,0,1,2,0
156,2013,SAC,PHX,2013-11-19,0.6892071374949471,21300160,0.0,0,0,11,1,0,0,0,0,1,0,0
157,2013,WAS,MIN,2013-11-19,0.4545097268618589,21300156,2.0,1,1,11,1,1,1,0,0,1,2,0
158,2013,HOU,BOS,2013-11-19,1.0,21300159,2.0,2,0,11,1,3,1,0,0,1,4,0
159,2013,MIA,ATL,2013-11-19,1.0,21300158,4.0,3,1,11,1,3,0,0,0,1,3,0
160,2013,PHI,TOR,2013-11-20,0.06129476584022039,21300165,1.0,0,1,11,2,1,0,0,0,1,1,0
161,2013,MIL,POR,2013-11-20,0.2597104236790084,21300167,2.0,0,2,11,2,0,1,0,0,1,1,0
162,2013,PHX,SAC,2013-11-20,0.3357514587604479,21300171,0.0,0,0,11,2,0,0,0,0,1,0,0
163,2013,MIN,LAC,2013-11-20,0.3536887786732796,21300168,3.0,1,2,11,2,1,2,0,0,1,3,0
164,2013,ATL,DET,2013-11-20,0.4591898930570178,21300166,1.0,1,0,11,2,0,0,0,0,1,0,0
165,2013,NOP,UTA,2013-11-20,0.565542182960811,21300169,1.0,1,0,11,2,1,0,0,0,1,1,0
166,2013,CHA,BRK,2013-11-20,0.4512764061435236,21300161,1.0,0,1,11,2,0,2,0,0,1,2,0
167,2013,CLE,WAS,2013-11-20,0.5746522711798463,21300162,2.0,1,1,11,2,1,1,0,0,1,2,0
168,2013,ORL,MIA,2013-11-20,0.8312639286851321,21300164,3.0,0,3,11,2,0,3,0,0,1,3,0
169,2013,SAS,BOS,2013-11-20,1.0,21300170,1.0,1,0,11,2,2,1,0,0,1,3,0
170,2013,GSW,MEM,2013-11-20,1.0,21300173,1.0,1,0,11,2,1,0,0,0,1,1,0
171,2013,NYK,IND,2013-11-20,1.0,21300163,3.0,1,2,11,2,2,1,0,0,1,3,1
172,2013,DAL,HOU,2013-11-20,1.0,21300172,3.0,1,2,11,2,1,3,0,0,1,4,0
173,2013,OKC,LAC,2013-11-21,1.0,21300174,3.0,1,2,11,3,2,2,0,0,1,4,0
174,2013,DEN,CHI,2013-11-21,0.9235708692247456,21300175,1.0,0,1,11,3,0,2,0,0,1,2,0
175,2013,DET,ATL,2013-11-22,0.348655550548295,21300180,1.0,0,1,11,4,0,0,0,0,1,0,0
176,2013,PHI,MIL,2013-11-22,0.33687524596615503,21300177,0.0,0,0,11,4,1,0,0,0,1,1,0
177,2013,CHA,PHX,2013-11-22,0.5637678880327095,21300176,0.0,0,0,11,4,0,0,0,0,1,0,0
178,2013,NOP,CLE,2013-11-22,0.8006758759708306,21300183,2.0,1,1,11,4,1,1,0,0,1,2,0
179,2013,MIN,BRK,2013-11-22,0.6068402562512916,21300182,2.0,1,1,11,4,1,2,0,0,1,3,0
180,2013,MEM,SAS,2013-11-22,0.8885148186986037,21300181,1.0,0,1,11,4,0,2,0,0,1,2,1
181,2013,BOS,IND,2013-11-22,1.0,21300179,2.0,0,2,11,4,1,1,0,0,1,2,0
182,2013,TOR,WAS,2013-11-22,0.8859595959595958,21300178,2.0,1,1,11,4,0,1,0,0,1,1,0
183,2013,LAL,GSW,2013-11-22,1.0,21300186,2.0,1,1,11,4,1,1,0,0,1,2,0
184,2013,DAL,UTA,2013-11-22,1.0,21300184,1.0,1,0,11,4,1,0,0,0,1,1,0
185,2013,POR,CHI,2013-11-22,0.9145695979199554,21300185,3.0,2,1,11,4,1,2,0,0,1,3,0
186,2013,MIL,CHA,2013-11-23,0.5890367046000962,21300193,0.0,0,0,11,5,0,0,0,1,0,0,0
187,2013,ATL,BOS,2013-11-23,0.6832714578600322,21300190,1.0,1,0,11,5,0,1,0,1,0,1,0
188,2013,DEN,DAL,2013-11-23,0.8628034455755678,21300195,1.0,0,1,11,5,0,1,0,1,0,1,0
189,2013,WAS,NYK,2013-11-23,0.7772646885439183,21300189,2.0,1,1,11,5,1,2,0,1,0,3,0
190,2013,IND,PHI,2013-11-23,1.0,21300188,2.0,2,0,11,5,1,1,0,1,0,2,0
191,2013,HOU,MIN,2013-11-23,1.0,21300192,3.0,2,1,11,5,3,1,0,1,0,4,0
192,2013,SAS,CLE,2013-11-23,1.0,21300194,2.0,1,1,11,5,2,1,0,1,0,3,0
193,2013,LAC,SAC,2013-11-23,1.0,21300187,2.0,2,0,11,5,2,0,0,1,0,2,0
194,2013,GSW,POR,2013-11-23,1.0,21300196,3.0,1,2,11,5,1,1,0,1,0,2,0
195,2013,MIA,ORL,2013-11-23,1.0,21300191,3.0,3,0,11,5,3,0,0,1,0,3,0
196,2013,ORL,PHX,2013-11-24,0.6751565318900562,21300199,0.0,0,0,11,6,0,0,0,1,0,0,0
197,2013,BRK,DET,2013-11-24,1.0,21300197,1.0,1,0,11,6,2,0,0,1,0,2,0
198,2013,OKC,UTA,2013-11-24,1.0,21300200,1.0,1,0,11,6,2,0,0,1,0,2,0
199,2013,LAL,SAC,2013-11-24,1.0,21300201,1.0,1,0,11,6,1,0,0,1,0,1,0
200,2013,LAC,CHI,2013-11-24,1.0,21300198,3.0,2,1,11,6,2,2,0,1,0,4,0
201,2013,DET,MIL,2013-11-25,0.21676430824695808,21300204,0.0,0,0,11,0,0,0,0,0,1,0,0
202,2013,CHA,BOS,2013-11-25,0.4213974943649421,21300202,0.0,0,0,11,0,0,1,0,0,1,1,0
203,2013,MEM,HOU,2013-11-25,0.6828743308129588,21300206,2.0,0,2,11,0,0,3,0,0,1,3,0
204,2013,IND,MIN,2013-11-25,0.8085328929259565,21300203,3.0,2,1,11,0,1,1,0,0,1,2,0
205,2013,SAS,NOP,2013-11-25,0.9896840047779346,21300208,2.0,1,1,11,0,2,1,0,0,1,3,0
206,2013,UTA,CHI,2013-11-25,0.902064185626036,21300209,1.0,0,1,11,0,0,2,0,0,1,2,0
207,2013,DAL,DEN,2013-11-25,1.0,21300207,1.0,1,0,11,0,1,0,0,0,1,1,0
208,2013,MIA,PHX,2013-11-25,1.0,21300205,3.0,3,0,11,0,3,0,0,0,1,3,0
209,2013,POR,NYK,2013-11-25,0.8515182468195747,21300210,3.0,2,1,11,0,1,2,0,0,1,3,0
210,2013,ATL,ORL,2013-11-26,0.4588574278273397,21300213,1.0,1,0,11,1,0,0,0,0,1,0,0
211,2013,NOP,GSW,2013-11-26,0.8177506373391831,21300214,2.0,1,1,11,1,1,1,0,0,1,2,0
212,2013,TOR,BRK,2013-11-26,0.6586868686868687,21300211,2.0,1,1,11,1,0,2,0,0,1,2,0
213,2013,WAS,LAL,2013-11-26,0.8868146983690313,21300212,2.0,1,1,11,1,1,1,0,0,1,2,0
214,2013,MIL,WAS,2013-11-27,0.23780520382539935,21300222,1.0,0,1,11,2,0,1,0,0,1,1,0
215,2013,PHX,POR,2013-11-27,0.3384849918519687,21300226,2.0,0,2,11,2,0,1,0,0,1,1,0
216,2013,DET,CHI,2013-11-27,0.4248660557808823,21300220,1.0,0,1,11,2,0,2,0,0,1,2,0
217,2013,MIN,DEN,2013-11-27,0.4717916924984501,21300223,1.0,1,0,11,2,1,0,0,0,1,1,0
218,2013,CHA,IND,2013-11-27,0.5903968129160769,21300215,2.0,0,2,11,2,0,1,0,0,1,1,0
219,2013,ORL,PHI,2013-11-27,0.6808871909158443,21300216,0.0,0,0,11,2,0,1,0,0,1,1,0
220,2013,BOS,MEM,2013-11-27,0.8598582474226805,21300217,0.0,0,0,11,2,1,0,0,0,1,1,0
221,2013,BRK,LAL,2013-11-27,1.0,21300218,2.0,1,1,11,2,2,1,0,0,1,3,0
222,2013,HOU,ATL,2013-11-27,0.9995569094433676,21300221,3.0,2,1,11,2,3,0,0,0,1,3,0
223,2013,OKC,SAS,2013-11-27,1.0,21300224,2.0,1,1,11,2,2,2,0,0,1,4,0
224,2013,LAC,NYK,2013-11-27,1.0,21300227,3.0,2,1,11,2,2,2,0,0,1,4,0
225,2013,DAL,GSW,2013-11-27,1.0,21300225,2.0,1,1,11,2,1,1,0,0,1,2,0
226,2013,CLE,MIA,2013-11-27,1.0,21300219,4.0,1,3,11,2,1,3,0,0,1,4,0
227,2013,CHA,MIL,2013-11-29,0.5810662053782041,21300228,0.0,0,0,11,4,0,0,0,0,1,0,0
228,2013,ORL,SAS,2013-11-29,0.6087233365170328,21300229,1.0,0,1,11,4,0,2,0,0,1,2,0
229,2013,DET,LAL,2013-11-29,0.5224074908617495,21300233,1.0,0,1,11,4,0,1,0,0,1,1,0
230,2013,ATL,DAL,2013-11-29,0.7136366155039618,21300231,2.0,1,1,11,4,0,1,0,0,1,1,0
231,2013,SAC,LAC,2013-11-29,1.0,21300240,2.0,0,2,11,4,0,2,0,0,1,2,0
232,2013,BOS,CLE,2013-11-29,0.8991623711340206,21300232,1.0,0,1,11,4,1,1,0,0,1,2,0
233,2013,PHI,NOP,2013-11-29,0.7519677292404565,21300237,1.0,0,1,11,4,1,1,0,0,1,2,0
234,2013,HOU,BRK,2013-11-29,1.0,21300234,3.0,2,1,11,4,3,2,0,0,1,5,0
235,2013,IND,WAS,2013-11-29,1.0,21300236,3.0,2,1,11,4,1,1,0,0,1,2,0
236,2013,OKC,GSW,2013-11-29,1.0,21300235,2.0,1,1,11,4,2,1,0,0,1,3,0
237,2013,TOR,MIA,2013-11-29,0.8474747474747475,21300230,4.0,1,3,11,4,0,3,0,0,1,3,0
238,2013,UTA,PHX,2013-11-29,0.8517402440861835,21300239,0.0,0,0,11,4,0,0,0,0,1,0,0
239,2013,DEN,NYK,2013-11-29,1.0,21300238,1.0,0,1,11,4,0,2,0,0,1,2,0
240,2013,PHX,UTA,2013-11-30,0.3622457025705725,21300246,0.0,0,0,11,5,0,0,0,1,0,0,0
241,2013,WAS,ATL,2013-11-30,0.4030261348005502,21300241,2.0,1,1,11,5,1,0,0,1,0,1,0
